publication_title,pdf_title,pdf_url,publication_url,publication_type,date
Examining Opportunities and Challenges for Implementing Land-based Financing Instruments for Funding Climate Action,Download PDF,https://go.lincolninst.edu/Goytia_WP25CG4.pdf,https://www.lincolninst.edu/publications/working-papers/examining-opportunities-challenges-implementing-land-based-financing-instruments-funding-climate-action-copenhagen/,Working Papers,"November 2024, English"
I’m HOME Manufactured Housing Industry Benchmark Report 2024,Download PDF,https://go.lincolninst.edu/Vermeer_WP25KV1.pdf,https://www.lincolninst.edu/publications/working-papers/im-home-manufactured-housing-industry-benchmark-report-2024/,Working Papers,"October 2024, English"
Chronicle of the 172-Year History of State-Imposed Property Tax Limitations,Download PDF,https://go.lincolninst.edu/Paquin_WP25BP1.pdf,https://www.lincolninst.edu/publications/working-papers/chronicle-172-year-history-state-imposed-property-tax-limitations/,Working Papers,"October 2024, English"
Animating the Carbon Cycle,Download PDF,https://go.lincolninst.edu/Schmitz_WP24OS1.pdf,https://www.lincolninst.edu/publications/working-papers/animating-carbon-cycle-assessment-role-pumas-deer-peccaries-carbon-capture-mexican-dry-forest/,Working Papers,"October 2024, English"
Land LinesFall/Winter 2024,Download PDF,https://go.lincolninst.edu/land-lines-2024-fall-winter,https://www.lincolninst.edu/publications/land-lines-magazine/issues/fall-winter-2024/,Land Lines Magazine,Fall/Winter 2024
Tracking Agricultural Transitions in the Colorado River Basin,Download PDF,https://go.lincolninst.edu/Garrick_WP25DG1.pdf,https://www.lincolninst.edu/publications/working-papers/tracking-agricultural-transitions-colorado-river-basin/,Working Papers,"September 2024, English"
"Purpose, Results, and Potential",Download PDF,https://go.lincolninst.edu/Johnson_WP24LJ1.pdf,https://www.lincolninst.edu/publications/working-papers/purpose-results-potential-10-years-global-land-conservation/,Working Papers,"September 2024, English"
Lessons from the Netherlands,Download PDF,https://go.lincolninst.edu/lessons-from-the-netherlands.pdf,https://www.lincolninst.edu/publications/other/lessons-netherlands-real-estate-assessment-property-tax-systems/,Other,"August 2024, English"
Insights for Receiving Communities in Planning Equitable and Positive Outcomes Under Climate Migration,Download PDF,https://go.lincolninst.edu/Infield_WP24EI1.pdf,https://www.lincolninst.edu/publications/working-papers/insights-receiving-communities-planning-equitable-positive-outcomes-climate-migration/,Working Papers,"August 2024, English"
Shifting Perspectives About Housing in Rural Communities: Scenario Planning for Housing Development,Download PDF,https://go.lincolninst.edu/western-mass-housing-sp-toolkit.pdf,https://www.lincolninst.edu/publications/working-papers/shifting-perspectives-housing-rural-communities-scenario-planning-housing-development/,Working Papers,"August 2024, English"
Triboro EcoHousing Futures: Scenario Planning for Housing Affordability and Resilience,Download PDF,https://go.lincolninst.edu/triboro-housing-sp-toolkit.pdf,https://www.lincolninst.edu/publications/working-papers/triboro-ecohousing-futures-scenario-planning-housing-affordability-resilience-toolkit/,Working Papers,"August 2024, English"
Housing Choices Game: A Scenario Planning Activity Toolkit,Download PDF,https://go.lincolninst.edu/housing-choices-game-sp-toolkit.pdf,https://www.lincolninst.edu/publications/working-papers/housing-choices-game-scenario-planning-activity-toolkit/,Working Papers,"August 2024, English"
Pathways for Affordable Housing Initiatives: A Community-Led Scenario Planning Toolkit,Download PDF,https://go.lincolninst.edu/san-diego-affordable-housing-sp-toolkit.pdf,https://www.lincolninst.edu/publications/working-papers/pathways-affordable-housing-initiatives-community-led-scenario-planning-toolkit/,Working Papers,"August 2024, English"
Land-Based Financing Approaches for Climate Action,Download PDF,https://go.lincolninst.edu/Rath_WP24AR1.pdf,https://www.lincolninst.edu/publications/working-papers/land-based-financing-approaches-climate-action-mumbai-india/,Working Papers,"August 2024, English"
"In Bogotá, Gender Equity Is All Part of the Plan",20 percent,https://www.brookings.edu/wp-content/uploads/2021/12/City-playbook_Bogota.pdf,https://www.lincolninst.edu/publications/land-lines-magazine/articles/bogota-gender-equity-part-plan/,Land Lines Magazine,
Accelerating Sustainable Land Use Planning in African Cities,nearly 50 percent of Africa’s overall urban population growth,https://www.citiesalliance.org/sites/default/files/2022-05/THE%20DYNAMICS%20OF%20SYSTEMS%20OF%20SECONDARY%20CITIES%20IN%20AFRICA%201.pdf,https://www.lincolninst.edu/publications/land-lines-magazine/articles/accelerating-sustainable-land-use-planning-african-cities/,Land Lines Magazine,
50-State Property Tax Comparison Study,Download PDF,https://go.lincolninst.edu/50-state-property-tax-comparison-for-2023.pdf,https://www.lincolninst.edu/publications/other/50-state-property-tax-comparison-study-2023/,Other,"July 2024, English"
50-State Property Tax Comparison Study,Executive Summary,https://go.lincolninst.edu/50-state-property-tax-comparison-for-2023-exec-summary.pdf,https://www.lincolninst.edu/publications/other/50-state-property-tax-comparison-study-2023/,Other,"July 2024, English"
"Regional Transportation Impact Fee (RTIF), San Joaquin County, CA",Download PDF,https://go.lincolninst.edu/Mathur_WP24SM1.pdf,https://www.lincolninst.edu/publications/working-papers/regional-transportation-impact-fee-rtif-san-joaquin-county-ca/,Working Papers,"July 2024, English"
School Funding Litigation,Download PDF,https://go.lincolninst.edu/Kenyon_WP24DK1.pdf,https://www.lincolninst.edu/publications/working-papers/school-funding-litigation/,Working Papers,"July 2024, English"
Nashville’s Inclusionary Housing Policy Under State Preemption,Download PDF,https://go.lincolninst.edu/Sanga_WP24NS1.pdf,https://www.lincolninst.edu/publications/working-papers/nashvilles-inclusionary-housing-policy-under-state-preemption/,Working Papers,"July 2024, English"
Advancing the Connection between Public  Lands and Municipal Finance,Download PDF,https://go.lincolninst.edu/Rodriguez_WP24MR1.pdf,https://www.lincolninst.edu/publications/working-papers/advancing-connection-between-public-lands-and-municipal-finance/,Working Papers,"July 2024, English"
Financing Climate Resilient Infrastructure for Boston’s Waterfront,Download PDF,https://go.lincolninst.edu/Kim_WP24MK2.pdf,https://www.lincolninst.edu/publications/working-papers/financing-climate-resilient-infrastructure-boston-waterfront/,Working Papers,"July 2024, English"
Gleaning Economic Insights from the Irrational and Unexpected,research,https://static1.squarespace.com/static/5f75531c54380e4fb4b0f839/t/620320d5ce8b010bca2552af/1644372186832/Krimmel_HousingSupply_SchoolFinance_draft_mostrecent.pdf,https://www.lincolninst.edu/publications/land-lines-magazine/articles/fellows-focus-economist-jacob-krimmel/,Land Lines Magazine,
State Requirements Under Truth in Taxation Laws for Property Taxes,Download PDF,https://go.lincolninst.edu/Um_WP24YU1.pdf,https://www.lincolninst.edu/publications/working-papers/state-requirements-under-truth-in-taxation-laws-property-taxes/,Working Papers,"June 2024, English"
Assessing the Grain for Green Program and its Conclusion,Download PDF,https://go.lincolninst.edu/Zhang_WP24PZ1.pdf,https://www.lincolninst.edu/publications/working-papers/assessing-grain-for-green-program-and-its-conclusion/,Working Papers,"June 2024, English"
Are Gated Communities Capturing the Lion’s Share of Metro Accessibility?,Download PDF,https://go.lincolninst.edu/Sun_WP24GS1.pdf,https://www.lincolninst.edu/publications/working-papers/are-gated-communities-capturing-lions-share-metro-accessibility/,Working Papers,"June 2024, English"
"Tax Streams, Land Rents, and Urban Land Allocation",Download PDF,https://go.lincolninst.edu/Tang_WP24YT1.pdf,https://www.lincolninst.edu/publications/working-papers/tax-streams-land-rents-and-urban-land-allocation/,Working Papers,"June 2024, English"
Exploring Sustainable Development in Latin America,live in informal settlements,https://unhabitat.org/sites/default/files/2020/10/wcr_2020_report.pdf,https://www.lincolninst.edu/publications/land-lines-magazine/articles/exploring-sustainable-development-latin-america/,Land Lines Magazine,
Building Resilient and Sustainable Water Infrastructure with District Financing in Texas,Download PDF,https://go.lincolninst.edu/Kim_WP24MK1.pdf,https://www.lincolninst.edu/publications/working-papers/building-resilient-sustainable-water-infrastructure-district-financing/,Working Papers,"May 2024, English"
Towards Climate Action,Download PDF,https://go.lincolninst.edu/Cobbinah_WP24PC1.pdf,https://www.lincolninst.edu/publications/working-papers/towards-climate-action/,Working Papers,May 2024
Can Fairness Flow in Philly?,Download PDF,https://go.lincolninst.edu/Cohen_WP24JC1.pdf,https://www.lincolninst.edu/publications/working-papers/can-fairness-flow-in-philly/,Working Papers,"May 2024, English"
Greening America’s Smaller Legacy Cities,Download PDF,https://go.lincolninst.edu/greening-americas-smaller-legacy-cities-pb.pdf,https://www.lincolninst.edu/publications/policy-briefs/greening-americas-smaller-legacy-cities/,Policy Briefs,"April 2024, English"
Land LinesSpring/Summer 2024,Download PDF,https://www.lincolninst.edu/app/uploads/2024/05/land-lines-2024-spring-summer_final.pdf,https://www.lincolninst.edu/publications/land-lines-magazine/issues/land-lines-spring-summer-2024/,Land Lines Magazine,Spring/Summer 2024
Manufactured Homes Get a ‘Game Changing’ Boost in Federal Housing Push,his 2022 testimony,https://docs.house.gov/meetings/AP/AP20/20220526/114841/HHRG-117-AP20-Wstate-McCarthyG-20220526.pdf,https://www.lincolninst.edu/publications/land-lines-magazine/articles/manufactured-homes-get-a-game-changing-boost-in-federal-housing-push/,Land Lines Magazine,
Studying Solutions to California’s Water Crisis,years-long drought,https://water.ca.gov/-/media/DWR-Website/Web-Pages/Water-Basics/Drought/Files/Publications-And-Reports/CNRA-Drought-Report-final-March-2021.pdf,https://www.lincolninst.edu/publications/land-lines-magazine/articles/fellows-in-focus-studying-solutions-to-californias-water-crisis/,Land Lines Magazine,
Studying Solutions to California’s Water Crisis,urban stormwater capture,https://pacinst.org/wp-content/uploads/2022/04/PI_California_Untapped_Urban_Water_Potential_2022-1.pdf,https://www.lincolninst.edu/publications/land-lines-magazine/articles/fellows-in-focus-studying-solutions-to-californias-water-crisis/,Land Lines Magazine,
Studying Solutions to California’s Water Crisis,sustainable landscapes,https://pacinst.org/wp-content/uploads/2020/08/Sustainable-Landscapes-in-California-Pacific-Institute-2020.pdf,https://www.lincolninst.edu/publications/land-lines-magazine/articles/fellows-in-focus-studying-solutions-to-californias-water-crisis/,Land Lines Magazine,
Assessing Engagement with Agricultural Producers in the Colorado River Basin,Download PDF,https://go.lincolninst.edu/Gerlak_WP24AG1.pdf,https://www.lincolninst.edu/publications/working-papers/assessing-engagement-with-agricultural-producers-colorado-river-basin/,Working Papers,"April 2024, English"
Case Studies,Download PDF,https://go.lincolninst.edu/Bell-Pasht_WP24AB1.pdf,https://www.lincolninst.edu/publications/working-papers/case-studies-new-england-manufactured-home-replacement-program/,Working Papers,"March 2024, English"
How Homestead Exemptions Can Counteract Regressivity in Property Tax Assessments,Download PDF,https://go.lincolninst.edu/Rakow_WP24RR1.pdf,https://www.lincolninst.edu/publications/working-papers/how-homestead-exemptions-counteract-regressivity-property-tax/,Working Papers,"March 2024, English"
California Water and Agriculture,Download PDF,https://go.lincolninst.edu/VanDyke_WP24CV1.pdf,https://www.lincolninst.edu/publications/working-papers/california-water-agriculture/,Working Papers,"February 2024, English"
Land Matters Podcast: COP28 and the Future of the Planet,on track for a world that is 2.5 degrees warmer,https://www.msci.com/documents/1296102/41874802/NetZero-Tracker-NOV-cbr-en_11_30.pdf,https://www.lincolninst.edu/publications/articles/2024-02-land-matters-podcast-cop-future-planet/,Articles,
Equity in Green Infrastructure,Download PDF,https://go.lincolninst.edu/Mattison_WP24NM1.pdf,https://www.lincolninst.edu/publications/working-papers/equity-in-green-infrastructure/,Working Papers,"January 2024, English"
Seven Need-to-Know Trends for Planners in 2024,A June 2023 report,https://www.umb.edu/media/umassboston/content-assets/urban-harbor-institute/Perspectives_on_Managed_Retreat_in_Coastal_Communities_FINAL.pdf,https://www.lincolninst.edu/publications/articles/2024-01-seven-planning-trends-apa/,Articles,
Perspectives from the Field,Download Summary,https://go.lincolninst.edu/Ag-Perspectives-Summary.pdf,https://www.lincolninst.edu/publications/other/perspectives-field/,Other,"January 2024, English"
Moving Beyond Conventional Economic Development Practice,Download PDF,https://go.lincolninst.edu/Kwon_WP24HK1.pdf,https://www.lincolninst.edu/publications/working-papers/moving-beyond-conventional-economic-development-practice/,Working Papers,"January 2024, English"
